,,,,,,,,,,
,,Money Keeper,,,,,,,,
,,Personal Finance Book,,,,,,,,
Transaction Report,,,,,,,,,,
From 6/1/2023 to 12/30/2026,,,,,,,,,,
,,,,,,,,,,
,,,,,,,Total income,170.836.000,Opening balance,0
,,,,,,,Total expense,758.746.341,Closing balance,-587.910.341
,,,,,,,,,,
,,,,,,,,,,Currency: VND
No,Date,Time,Income amount,Expense amount,Balance,Parent Category,Category,Payee,Event,Description
1108,12/22/2024,17:30,       ,  35.000 ,-220.527.352,Food and Dining,Ăn/Uống vặt,,,Uống nc vs Lễ
1109,12/22/2024,17:00,       ,  120.000 ,-220.492.352,Food and Dining,Đi siêu thị,,,Bhxanh
1110,12/22/2024,13:00,       ,  50.000 ,-220.372.352,Health & Fitness,,,,Cắt tóc
1111,12/22/2024,08:24,       ,  49.000 ,-220.322.352,Utilities,Internet,,,Mạng
1112,12/21/2024,18:00,       ,  80.000 ,-220.273.352,Food and Dining,Ăn ngoài tiệm(Nhà),,,
1113,12/21/2024,17:00,       ,  63.000 ,-220.193.352,Food and Dining,Đi chợ,,,Rau
1114,12/20/2024,20:30,       ,  511.402 ,-220.130.352,Food and Dining,Đi siêu thị,,,Go
1115,12/20/2024,12:00,       ,  60.000 ,-219.618.950,Food and Dining,Ăn ngoài tiệm(Cty),,,Cơm gà
1116,12/18/2024,08:00,       ,  50.000 ,-219.558.950,Đi lại,Xăng xe,,,
1117,12/17/2024,18:00,       ,  190.000 ,-219.508.950,Food and Dining,Đi siêu thị,,,"Bhxanh
"
1118,12/16/2024,15:00,       ,  100.000 ,-219.318.950,Hoạt động xã hội,,,,Quỹ ITC
1119,12/15/2024,18:00,       ,  12.000 ,-219.218.950,Food and Dining,Bình nước,,,
1120,12/15/2024,17:00,       ,  10.000 ,-219.206.950,Food and Dining,Đi chợ,,,Mua tắc
1121,12/14/2024,19:00,       ,  713.672 ,-219.196.950,Food and Dining,Đi siêu thị,,,Go
1122,12/14/2024,17:30,       ,  1.260.000 ,-218.483.278,Mua sắm,,,,Nồi hấp cách thủy
1123,12/14/2024,17:00,       ,  28.000 ,-217.223.278,Food and Dining,Đi chợ,,,Vịt lộn
1124,12/14/2024,15:00,       ,  400.000 ,-217.195.278,Mua sắm,,,,Mua dép cho mẹ
1125,12/14/2024,13:00,       ,  169.000 ,-216.795.278,Food and Dining,Đi siêu thị,,,Bhxanh
1126,12/14/2024,13:00,       ,  40.000 ,-216.626.278,Food and Dining,Ăn ngoài tiệm(Nhà),,,Bánh canh cua
1127,12/14/2024,06:30,       ,  50.000 ,-216.586.278,Food and Dining,Ăn ngoài tiệm(Nhà),,,Bún bò
1128,12/13/2024,21:00,       ,  467.680 ,-216.536.278,Food and Dining,Ăn nhậu,,,"Dẫn mẹ ăn Changkangkung
Oah bỏ 400k"
1129,12/13/2024,12:10,       ,  104.220 ,-216.068.598,Mua sắm,,,,Chiếu mây
1130,12/13/2024,11:25,       ,  52.000 ,-215.964.378,Food and Dining,Ăn ngoài tiệm(Cty),,,Cơm tấm
1131,12/12/2024,06:54,       ,  538.560 ,-215.912.378,Mua sắm,,,,Chiếu alva
1132,12/11/2024,13:26,       ,  160.500 ,-215.373.818,Food and Dining,Ăn/Uống vặt,,,Bao nc ae
1133,12/11/2024,09:00,       ,  100.000 ,-215.213.318,Health & Fitness,Sports,,,Cầu lông t12
1134,12/9/2024,19:30,       ,  180.000 ,-215.113.318,Food and Dining,Đi siêu thị,,,Bhxanh
1135,12/9/2024,19:30,       ,  38.000 ,-214.933.318,Food and Dining,Ăn ngoài tiệm(Nhà),,,Cơm tấm
1136,12/8/2024,20:00,       ,  30.000 ,-214.895.318,Food and Dining,Ăn/Uống vặt,,,Bánh trag trộn
1137,12/8/2024,18:42,       ,  83.158 ,-214.865.318,Vui chơi - Giải trí,,,,Youtube
1138,12/8/2024,10:15,  1.000.000 ,       ,-214.782.160,Collecting debts,,,,Tiên repaid money
1139,12/8/2024,09:00,       ,  30.000 ,-215.782.160,Đi lại,,,,Chạy marathon
1140,12/8/2024,09:00,       ,  6.000 ,-215.752.160,Đi lại,Gửi xe,,,Marathon
1141,12/7/2024,21:00,       ,  850.000 ,-215.746.160,Food and Dining,Đi siêu thị,,,Go
1142,12/7/2024,19:30,       ,  35.000 ,-214.896.160,Food and Dining,Ăn ngoài tiệm(Nhà),,,Bún bò
1143,12/7/2024,19:30,       ,  45.000 ,-214.861.160,Đi lại,Xăng xe,,,
1144,12/7/2024,11:25,       ,  51.001 ,-214.816.160,Food and Dining,Ăn ngoài tiệm(Nhà),,,Cơm tấm plt
1145,12/7/2024,11:00,       ,  105.000 ,-214.765.159,Health & Fitness,Sports,,,"Wrap, quấn cán"
1146,12/7/2024,11:00,       ,  1.000.000 ,-214.660.159,Health & Fitness,Sports,,,Học cầu lông
1147,12/6/2024,20:30,       ,  2.000.000 ,-213.660.159,Utilities,Thuê nhà,,,
1148,12/6/2024,20:00,       ,  5.000 ,-211.660.159,Đi lại,Gửi xe,,,Cầu lông
1149,12/6/2024,11:30,       ,  52.000 ,-211.655.159,Food and Dining,Ăn ngoài tiệm(Cty),,,Cơm tấm plt
1150,12/5/2024,18:54,       ,  5.000.000 ,-211.603.159,Gia Đình Lớn,,,,"3.5 Đô
1tr mẹ
500k sữa cháu"
1151,12/3/2024,19:00,       ,  12.000 ,-206.603.159,Food and Dining,Bình nước,,,
1152,12/2/2024,18:00,       ,  210.000 ,-206.591.159,Health & Fitness,,,,Thuốc 
1153,12/1/2024,17:00,       ,  90.000 ,-206.381.159,Food and Dining,Đi siêu thị,,,Bhxanh
1154,12/1/2024,16:30,       ,  82.000 ,-206.291.159,Food and Dining,Đi chợ,,,"67k rau
15k đậu hũ"
1155,12/1/2024,16:00,       ,  50.000 ,-206.209.159,Đi lại,Xăng xe,,,
1156,12/1/2024,12:00,       ,  379.421 ,-206.159.159,Health & Fitness,Pharmacy,,,Thuốc trồng răng
1157,12/1/2024,12:00,       ,  24.000.000 ,-205.779.738,Health & Fitness,,,,Trồng răng
1158,11/30/2024,21:00,       ,  515.148 ,-181.779.738,Food and Dining,Đi siêu thị,,,Go
1159,11/30/2024,19:30,       ,  35.000 ,-181.264.590,Food and Dining,Ăn ngoài tiệm(Nhà),,,Bún bò
1160,11/30/2024,11:30,       ,  48.000 ,-181.229.590,Food and Dining,Ăn ngoài tiệm(Nhà),,,Cơm tấm plt
1161,11/29/2024,20:30,       ,  40.000 ,-181.181.590,Food and Dining,Ăn ngoài tiệm(Nhà),,,Bánh canh
1162,11/29/2024,20:00,       ,  170.000 ,-181.141.590,Mua sắm,,,,Mr.diy
1163,11/29/2024,08:00,       ,  20.000 ,-180.971.590,Food and Dining,Ăn ngoài tiệm(Cty),,,Xôi
1164,11/27/2024,08:00,       ,  20.000 ,-180.951.590,Food and Dining,Ăn ngoài tiệm(Cty),,,Bánh mì
1165,11/26/2024,18:00,       ,  170.000 ,-180.931.590,Food and Dining,Đi siêu thị,,,Bhxanh
1166,11/23/2024,17:30,       ,  536.125 ,-180.761.590,Food and Dining,Đi siêu thị,,,Go
1167,11/23/2024,11:50,       ,  159.000 ,-180.225.465,Mua sắm,,,,
1168,11/23/2024,07:30,       ,  12.000 ,-180.066.465,Food and Dining,Bình nước,,,
1169,11/22/2024,20:30,       ,  120.000 ,-180.054.465,Food and Dining,Ăn ngoài tiệm(Nhà),,,Bò lá lốt
1170,11/22/2024,12:54,       ,  2.100.000 ,-179.934.465,Health & Fitness,Khám  chữa bệnh,,,Răng
1171,11/22/2024,07:00,       ,  49.000 ,-177.834.465,Utilities,Internet,,,
1172,11/21/2024,19:50,       ,  4.376.295 ,-177.785.465,Personal,Education,,,Khoá học trên Icanstudy
1173,11/20/2024,08:00,       ,  50.000 ,-173.409.170,Đi lại,Xăng xe,,,
1174,11/19/2024,18:01,       ,  110.000 ,-173.359.170,Food and Dining,Đi siêu thị,,,Bhxanh
1175,11/19/2024,16:45,       ,  265.500 ,-173.249.170,Mua sắm,Clothes,,,Đồ ngủ
1176,11/17/2024,18:30,       ,  623.000 ,-172.983.670,Food and Dining,Đi siêu thị,,,Go
1177,11/17/2024,17:00,       ,  264.000 ,-172.360.670,Personal,Sách vở,,,"Tư duy ngược
21 ngày khám phá mindmap
"
1178,11/17/2024,12:00,       ,  155.687 ,-172.096.670,Food and Dining,Đi siêu thị,,,Bhxanh
1179,11/17/2024,12:00,       ,  50.000 ,-171.940.983,Food and Dining,Ăn ngoài tiệm(Nhà),,,Bún bò
1180,11/16/2024,20:30,       ,  264.000 ,-171.890.983,Food and Dining,Ăn nhậu,,,Vs Trih Oah
1181,11/16/2024,11:30,       ,  52.000 ,-171.626.983,Food and Dining,Ăn ngoài tiệm(Nhà),,,Cơm tấm plt
1182,11/15/2024,19:26,       ,  305.000 ,-171.574.983,Mua sắm,,,,Goiis ema
1183,11/15/2024,12:00,       ,  40.000 ,-171.269.983,Food and Dining,Ăn ngoài tiệm(Cty),,,Cơm trưa
1184,11/15/2024,10:18,  30.000.000 ,       ,-171.229.983,Collecting debts,,,,Điền repaid money
1185,11/15/2024,09:00,       ,  100.000 ,-201.229.983,Health & Fitness,Sports,,,Cầu lông
1186,11/13/2024,18:24,       ,  123.538 ,-201.129.983,Food and Dining,Đi siêu thị,,,Bhxanh
1187,11/13/2024,13:10,       ,  171.500 ,-201.006.445,Food and Dining,Ăn/Uống vặt,,,Bao nc ae
1188,11/12/2024,19:00,       ,  12.000 ,-200.834.945,Food and Dining,Bình nước,,,
1189,11/12/2024,08:00,       ,  10.000 ,-200.822.945,Đi lại,,,,Bơm
1190,11/11/2024,11:30,       ,  52.000 ,-200.812.945,Food and Dining,Ăn ngoài tiệm(Cty),,,Cơm tấm PLT
1191,11/10/2024,20:30,       ,  400.000 ,-200.760.945,Gia Đình Lớn,,,,Mẹ đi ăn cưới T10
1192,11/10/2024,20:30,       ,  185.000 ,-200.360.945,Food and Dining,Ăn nhậu,,,Ăn với Trih Oah
1193,11/10/2024,19:00,       ,  50.000 ,-200.175.945,Đi lại,Xăng xe,,,
1194,11/10/2024,16:00,       ,  143.000 ,-200.125.945,Food and Dining,Đi chợ,,,"50k rau trái
50k thịt bò
28k vịt lộn
15k đậu hũ"
1195,11/9/2024,21:00,       ,  587.000 ,-199.982.945,Food and Dining,Đi siêu thị,,,Go
1196,11/8/2024,20:45,       ,  50.000 ,-199.395.945,Food and Dining,Ăn ngoài tiệm(Nhà),,,Bún bò
1197,11/8/2024,18:55,       ,  83.158 ,-199.345.945,Vui chơi - Giải trí,,,,Youtube
1198,11/8/2024,08:00,       ,  60.000 ,-199.262.787,Food and Dining,Ăn ngoài tiệm(Cty),,,Cơm tấm plt
1199,11/7/2024,18:00,       ,  190.000 ,-199.202.787,Food and Dining,Đi siêu thị,,,Bhxanh
1200,11/6/2024,18:30,       ,  1.250.000 ,-199.012.787,Health & Fitness,,,,Tập gym
1201,11/6/2024,18:30,       ,  1.000.000 ,-197.762.787,Health & Fitness,Sports,,,Học cầu lông
1202,11/5/2024,20:30,       ,  5.000.000 ,-196.762.787,Gia Đình Lớn,,,,"3.5 cu Đô
1tr mẹ
500k sữa cho cháu"
1203,11/5/2024,20:00,       ,  127.000 ,-191.762.787,Mua sắm,,,,Dr.diy
1204,11/5/2024,19:45,       ,  2.090.000 ,-191.635.787,Utilities,Thuê nhà,,,"Ôg chú nợ 6k, đáng ra chỉ có 2084k"
1205,11/5/2024,19:45,       ,  50.000 ,-189.545.787,Food and Dining,Ăn ngoài tiệm(Nhà),,,Bún bò
1206,11/5/2024,18:00,       ,  116.000 ,-189.495.787,Food and Dining,Đi siêu thị,,,Bhxanh
1207,11/3/2024,17:26,       ,  320.000 ,-189.379.787,Food and Dining,Đi siêu thị,,,Bhxanh
1208,11/3/2024,08:00,       ,  97.000 ,-189.059.787,Food and Dining,Đi chợ,,,"67k rau
15k đậu hũ
10k bánh ướt
5k gửi xe"
1209,11/2/2024,19:00,       ,  65.000 ,-188.962.787,Food and Dining,Ăn ngoài tiệm(Nhà),,,"50k Cơm chiên hải sản
15k Canh rong biển"
1210,11/1/2024,21:30,       ,  165.000 ,-188.897.787,Mua sắm,,,,Hộp đựng cơm
1211,11/1/2024,19:34,       ,  1.650.000 ,-188.732.787,Gia Đình Lớn,,,,Mua võng cho mẹ
1212,11/1/2024,08:00,       ,  20.000 ,-187.082.787,Food and Dining,Ăn ngoài tiệm(Cty),,,Bánh mì
1213,11/1/2024,08:00,       ,  40.000 ,-187.062.787,Food and Dining,Ăn ngoài tiệm(Cty),,,Bún bò
1214,10/31/2024,08:00,       ,  50.000 ,-187.022.787,Đi lại,Xăng xe,,,
1215,10/31/2024,08:00,       ,  20.000 ,-186.972.787,Food and Dining,Ăn ngoài tiệm(Cty),,,Bánh mì
1216,10/31/2024,08:00,       ,  20.000 ,-186.952.787,Food and Dining,Ăn ngoài tiệm(Cty),,,Bánh mì
1217,10/30/2024,18:30,       ,  36.000 ,-186.932.787,Food and Dining,Đi siêu thị,,,Bhxanh
1218,10/30/2024,08:00,       ,  20.000 ,-186.896.787,Food and Dining,Ăn ngoài tiệm(Cty),,,Bánh mì
1219,10/29/2024,08:01,       ,  20.000 ,-186.876.787,Food and Dining,Ăn ngoài tiệm(Cty),,,Bánh mì
1220,10/28/2024,08:00,       ,  20.000 ,-186.856.787,Food and Dining,Ăn ngoài tiệm(Cty),,,Xôi
1221,10/27/2024,15:30,       ,  248.000 ,-186.836.787,Personal,Sách vở,,,Mua sách
1222,10/27/2024,11:30,       ,  40.000 ,-186.588.787,Utilities,,,,Khẩu trang
1223,10/27/2024,11:00,       ,  65.000 ,-186.548.787,Food and Dining,Đi chợ,,,"55k rau
10k bún"
1224,10/27/2024,09:30,       ,  5.000 ,-186.483.787,Đi lại,Gửi xe,,,
1225,10/26/2024,18:30,       ,  85.000 ,-186.478.787,Food and Dining,Đi siêu thị,,,Bhxanh
1226,10/26/2024,17:52,       ,  190.000 ,-186.393.787,Food and Dining,Đi chợ,,,"45k rau
25k nải chuối
50k thịt bò
20k mọc
50k khô bò"
1227,10/26/2024,13:20,       ,  52.000 ,-186.203.787,Food and Dining,Ăn ngoài tiệm(Nhà),,,Cơm chiên
1228,10/26/2024,13:00,       ,  50.000 ,-186.151.787,Utilities,,,,Cắt tóc
1229,10/26/2024,13:00,       ,  505.000 ,-186.101.787,Tiệc & Lễ,,,,Thôi nôi con th Trug
1230,10/25/2024,21:15,       ,  40.000 ,-185.596.787,Food and Dining,Ăn ngoài tiệm(Nhà),,,Bánh canh chả cá
1231,10/25/2024,20:00,       ,  20.000 ,-185.556.787,Đi lại,Gửi xe,,,
1232,10/24/2024,21:00,       ,  1.080.000 ,-185.536.787,Mua sắm,,,,"650k quạt + 80k phí đổi
350k chảo"
1233,10/23/2024,20:30,       ,  116.000 ,-184.456.787,Food and Dining,Đi siêu thị,,,Bhxanh
1234,10/23/2024,08:00,       ,  50.000 ,-184.340.787,Đi lại,Xăng xe,,,
1235,10/23/2024,07:00,       ,  49.000 ,-184.290.787,Utilities,Internet,,,3G
1236,10/22/2024,08:00,       ,  20.000 ,-184.241.787,Food and Dining,Ăn ngoài tiệm(Cty),,,Xoii
1237,10/21/2024,19:00,       ,  12.000 ,-184.221.787,Food and Dining,Bình nước,,,
1238,10/21/2024,08:00,       ,  20.000 ,-184.209.787,Food and Dining,Ăn ngoài tiệm(Cty),,,Xôi
1239,10/20/2024,20:15,       ,  75.000 ,-184.189.787,Mua sắm,,,,Cục nguồn router wifi
1240,10/20/2024,19:45,       ,  149.000 ,-184.114.787,Mua sắm,,,,Lót ghế
1241,10/20/2024,13:00,       ,  108.000 ,-183.965.787,Mua sắm,,,,"Thảm chùi chân
Móc treo"
1242,10/19/2024,20:30,       ,  470.300 ,-183.857.787,Food and Dining,Đi siêu thị,,,Go
1243,10/19/2024,19:30,       ,  50.000 ,-183.387.487,Food and Dining,Ăn ngoài tiệm(Nhà),,,Bún bò
1244,10/19/2024,16:30,       ,  172.000 ,-183.337.487,Food and Dining,Đi chợ,,,"102k rau trái
50k thịt bò
20k mọc"
1245,10/19/2024,12:00,       ,  58.000 ,-183.165.487,Food and Dining,Ăn ngoài tiệm(Nhà),,,Cơm bò
1246,10/19/2024,11:00,       ,  1.649.000 ,-183.107.487,Mua sắm,,,,"1629k Ghế
20k tips"
1247,10/18/2024,20:00,       ,  20.000 ,-181.458.487,Food and Dining,Ăn ngoài tiệm(Nhà),,,Xôi
1248,10/18/2024,12:00,       ,  40.000 ,-181.438.487,Food and Dining,Ăn ngoài tiệm(Cty),,,Bún bò
1249,10/18/2024,08:00,       ,  20.000 ,-181.398.487,Food and Dining,Ăn ngoài tiệm(Cty),,,Bánh mì
1250,10/16/2024,20:30,       ,  35.000 ,-181.378.487,Food and Dining,Ăn ngoài tiệm(Nhà),,,Bánh canh
1251,10/15/2024,19:18,       ,  130.000 ,-181.343.487,Mua sắm,,,,Shopee dụng cụ bếp
1252,10/15/2024,18:30,       ,  220.000 ,-181.213.487,Food and Dining,Đi siêu thị,,,Bhxanh
1253,10/15/2024,08:00,       ,  50.000 ,-180.993.487,Đi lại,Xăng xe,,,
1254,10/14/2024,18:30,       ,  40.000 ,-180.943.487,Food and Dining,Ăn ngoài tiệm(Nhà),,,Bún bò
1255,10/14/2024,18:00,       ,  139.000 ,-180.903.487,Food and Dining,Đi chợ,,,"49k rau trái
28k vịt lộn
27k trứng cút
15k miếng rửa chén
20k dao bào"
1256,10/14/2024,14:00,       ,  100.000 ,-180.764.487,Health & Fitness,Sports,,,Sân cầu T10
1257,10/14/2024,08:00,       ,  20.000 ,-180.664.487,Food and Dining,Ăn ngoài tiệm(Cty),,,Bánh mì
1258,10/13/2024,15:30,       ,  200.000 ,-180.644.487,Food and Dining,Đi siêu thị,,,Bhxanh
1259,10/12/2024,22:00,       ,  37.000 ,-180.444.487,Food and Dining,Đi siêu thị,,,Aeon mua khăn ướt
1260,10/12/2024,22:00,       ,  434.000 ,-180.407.487,Food and Dining,Ăn nhậu,,,SN đen
1261,10/12/2024,13:13,       ,  40.000 ,-179.973.487,Food and Dining,Ăn ngoài tiệm(Nhà),,,Cơm gà
1262,10/12/2024,11:00,       ,  30.000 ,-179.933.487,Health & Fitness,Sports,,,Quấn cán vợt
1263,10/11/2024,20:45,       ,  90.589 ,-179.903.487,Food and Dining,Đi siêu thị,,,Bhxanh
1264,10/11/2024,20:00,       ,  40.000 ,-179.812.898,Food and Dining,Ăn ngoài tiệm(Nhà),,,Bún bò
1265,10/10/2024,08:01,       ,  62.000 ,-179.772.898,Food and Dining,Đi siêu thị,,,Bhxanh
1266,10/9/2024,19:30,       ,  12.000 ,-179.710.898,Food and Dining,Bình nước,,,
1267,10/9/2024,19:30,       ,  80.000 ,-179.698.898,Food and Dining,Đi siêu thị,,,Bhxanh
1268,10/8/2024,19:00,       ,  40.000 ,-179.618.898,Food and Dining,Ăn ngoài tiệm(Nhà),,,Bún bò
1269,10/8/2024,18:43,       ,  83.000 ,-179.578.898,Vui chơi - Giải trí,,,,"Ytbe
"
1270,10/8/2024,08:00,       ,  63.000 ,-179.495.898,Food and Dining,Ăn ngoài tiệm(Cty),,,Cơm tấm PLTho
1271,10/7/2024,18:23,       ,  149.000 ,-179.432.898,Food and Dining,Đi siêu thị,,,Bhxanh
1272,10/7/2024,10:48,       ,  910.000 ,-179.283.898,Health & Fitness,Sports,,,Tham gia chạy marathon
1273,10/7/2024,10:45,       ,  1.000.000 ,-178.373.898,Personal,Education,,,Học phí cầu lông
1274,10/7/2024,08:00,       ,  20.000 ,-177.373.898,Food and Dining,Ăn ngoài tiệm(Cty),,,Xôi
1275,10/6/2024,20:00,       ,  158.000 ,-177.353.898,Food and Dining,Ăn nhậu,,,"Ăn với Trih Oanh
"
1276,10/6/2024,15:00,       ,  2.100.000 ,-177.195.898,Utilities,Thuê nhà,,,
1277,10/6/2024,13:30,       ,  165.000 ,-175.095.898,Đi lại,,,,Thay nhớt
1278,10/6/2024,13:00,       ,  44.000 ,-174.930.898,Food and Dining,Ăn ngoài tiệm(Nhà),,,Cơm gà
1279,10/5/2024,20:00,       ,  40.000 ,-174.886.898,Food and Dining,Ăn ngoài tiệm(Nhà),,,Bún bò
1280,10/5/2024,20:00,       ,  50.000 ,-174.846.898,Đi lại,Xăng xe,,,
1281,10/5/2024,13:57,       ,  5.600.000 ,-174.796.898,Gia Đình Lớn,,,,"3.5. Cu Đô
500k sữa cháu
1.6tr mẹ (1tr, 500k đồ ăn, 100k dằn thẻ)"
1282,10/5/2024,12:30,       ,  55.000 ,-169.196.898,Food and Dining,Ăn ngoài tiệm(Nhà),,,Cơm bò + canh rog biển
1283,10/4/2024,18:30,       ,  236.000 ,-169.141.898,Food and Dining,Đi siêu thị,,,Bhxanh
1284,10/4/2024,12:00,       ,  35.000 ,-168.905.898,Food and Dining,Ăn ngoài tiệm(Cty),,,Bún chả cá
1285,10/3/2024,20:30,       ,  40.000 ,-168.870.898,Food and Dining,Ăn ngoài tiệm(Nhà),,,Bánh canh
1286,10/3/2024,15:00,       ,  1.000.000 ,-168.830.898,Lend,,,,Tiên took out a loan
1287,10/2/2024,20:00,       ,  35.000 ,-167.830.898,Food and Dining,Ăn ngoài tiệm(Nhà),,,
1288,10/1/2024,18:30,       ,  87.000 ,-167.795.898,Food and Dining,Đi siêu thị,,,Bhxanh
1289,9/30/2024,14:00,       ,  123.000 ,-167.708.898,Food and Dining,Ăn/Uống vặt,,,Bao nc ae
1290,9/29/2024,20:30,       ,  94.000 ,-167.585.898,Mua sắm,,,,"Dr.DIY
Thớt gỗ
Hộp đựng bút"
1291,9/29/2024,09:30,       ,  270.000 ,-167.491.898,Food and Dining,Đi siêu thị,,,Bhxanh
1292,9/29/2024,09:00,       ,  50.000 ,-167.221.898,Đi lại,Xăng xe,,,
1293,9/29/2024,09:00,       ,  45.000 ,-167.171.898,Food and Dining,Đi chợ,,,"Nấm, tỏi"
1294,9/29/2024,09:00,       ,  40.000 ,-167.126.898,Food and Dining,Ăn ngoài tiệm(Nhà),,,Bún bò
1295,9/28/2024,13:00,       ,  5.000 ,-167.086.898,Đi lại,Gửi xe,,,
1296,9/27/2024,18:00,       ,  50.000 ,-167.081.898,Mua sắm,Accessories,,,Thay kính cường lực
1297,9/26/2024,20:00,       ,  35.000 ,-167.031.898,Food and Dining,Ăn ngoài tiệm(Nhà),,,Bánh canh
1298,9/25/2024,18:00,       ,  120.000 ,-166.996.898,Food and Dining,Đi siêu thị,,,Bhxanh
1299,9/24/2024,18:00,       ,  12.000 ,-166.876.898,Food and Dining,Bình nước,,,
1300,9/24/2024,18:00,       ,  98.000 ,-166.864.898,Food and Dining,Đi chợ,,,Rau trái
1301,9/23/2024,18:00,       ,  77.000 ,-166.766.898,Food and Dining,Đi siêu thị,,,Bhxanh
1302,9/23/2024,12:00,       ,  20.000 ,-166.689.898,Food and Dining,Ăn ngoài tiệm(Cty),,,Bánh mì
1303,9/22/2024,21:30,       ,  186.000 ,-166.669.898,Lend,,,,Tâm took out a loan
1304,9/22/2024,21:30,       ,  242.000 ,-166.483.898,Food and Dining,Đi siêu thị,,,Go
1305,9/22/2024,19:30,       ,  38.000 ,-166.241.898,Food and Dining,Ăn ngoài tiệm(Nhà),,,Cơm gà + cơm thêm
1306,9/21/2024,11:00,       ,  2.000.000 ,-166.203.898,Tiệc & Lễ,,,,Đám cưới e Uyên
1307,9/21/2024,07:00,       ,  50.000 ,-164.203.898,Food and Dining,Ăn ngoài tiệm(Nhà),,,Cháo lòng
1308,9/20/2024,09:00,       ,  4.000 ,-164.153.898,Đi lại,,,,Phà
1309,9/20/2024,07:00,       ,  31.000 ,-164.149.898,Đi lại,Xăng xe,,,
1310,9/20/2024,07:00,       ,  50.000 ,-164.118.898,Food and Dining,Ăn ngoài tiệm(Nhà),,,Hủ tíu mực
1311,9/19/2024,20:00,       ,  35.000 ,-164.068.898,Food and Dining,Ăn ngoài tiệm(Nhà),,,Bánh canh
1312,9/18/2024,14:30,       ,  161.000 ,-164.033.898,Food and Dining,Ăn/Uống vặt,,,Bao nc ae
1313,9/17/2024,18:00,       ,  50.000 ,-163.872.898,Mua sắm,,,,Thay kính cường lực
1314,9/16/2024,18:15,       ,  157.000 ,-163.822.898,Food and Dining,Đi siêu thị,,,Bhxanh
1315,9/16/2024,08:00,       ,  50.000 ,-163.665.898,Đi lại,Xăng xe,,,
1316,9/16/2024,08:00,       ,  7.000 ,-163.615.898,Food and Dining,,,,Nc suối
1317,9/15/2024,21:52,       ,  318.000 ,-163.608.898,Mua sắm,Clothes,,,"
318k áo sơ mi HLA"
1318,9/15/2024,21:00,       ,  150.000 ,-163.290.898,Food and Dining,Ăn/Uống vặt,,,Bao Trih Oah kem
1319,9/15/2024,19:30,       ,  259.000 ,-163.140.898,Food and Dining,Ăn/Uống vặt,,,Bao Trih Oah bún đậu
1320,9/15/2024,15:30,       ,  220.000 ,-162.881.898,Health & Fitness,Khám  chữa bệnh,,,Tiêm vacxin viêm gan B
1321,9/15/2024,13:30,       ,  50.000 ,-162.661.898,Food and Dining,Ăn ngoài tiệm(Nhà),,,Cơm bò
1322,9/15/2024,09:00,       ,  142.000 ,-162.611.898,Food and Dining,Đi chợ,,,"127k rau trái
15k đậu hũ"
1323,9/15/2024,09:00,       ,  5.000 ,-162.469.898,Đi lại,Gửi xe,,,
1324,9/14/2024,21:30,       ,  621.000 ,-162.464.898,Food and Dining,Đi siêu thị,,,Go
1325,9/14/2024,21:30,       ,  188.000 ,-161.843.898,Lend,,,,"Tâm took out a loan
163k sthi
25k hủ tíu"
1326,9/14/2024,19:30,       ,  25.000 ,-161.655.898,Food and Dining,Ăn ngoài tiệm(Nhà),,,Hủ tíu
1327,9/14/2024,19:00,       ,  200.000 ,-161.630.898,Hoạt động xã hội,,,,Đóng góp ủng hộ MTTQ
1328,9/14/2024,15:40,       ,  1.610.000 ,-161.430.898,Lend,,,,"Tâm took out a loan
Noted Tiền đi sthi "
1329,9/14/2024,15:37,       ,  367.500 ,-159.820.898,Mua sắm,Clothes,,,Áo sơ mi
1330,9/14/2024,15:00,       ,  100.000 ,-159.453.398,Utilities,Mobile Phone,,,"50k nạp cho mẹ
50k cho mình"
1331,9/13/2024,18:00,       ,  204.000 ,-159.353.398,Food and Dining,Đi siêu thị,,,Bhxanh
1332,9/12/2024,18:30,       ,  40.000 ,-159.149.398,Food and Dining,Đi siêu thị,,,Bhxanh
1333,9/11/2024,18:00,       ,  12.000 ,-159.109.398,Food and Dining,Bình nước,,,
1334,9/11/2024,08:00,       ,  10.000 ,-159.097.398,Đi lại,Gửi xe,,,
1335,9/10/2024,18:00,       ,  163.000 ,-159.087.398,Food and Dining,Đi siêu thị,,,Bhxanh
1336,9/10/2024,07:49,  3.000.000 ,       ,-158.924.398,Collecting debts,,,,Oanh repaid money
1337,9/8/2024,19:00,       ,  49.000 ,-161.924.398,Mua sắm,,,,"DR.DIY
Ticky note 25k
Vở 24k"
1338,9/8/2024,18:42,       ,  83.000 ,-161.875.398,Vui chơi - Giải trí,,,,
1339,9/8/2024,15:19,       ,  197.000 ,-161.792.398,Mua sắm,Clothes,,,Quầy tây
1340,9/8/2024,09:00,       ,  245.000 ,-161.595.398,Food and Dining,Đi chợ,,,"55k rau
15k đậu hũ
10k bún
10k long não
50k thịt bò
20k mọc
80k tôm
5k gửi xe"
1341,9/8/2024,05:17,       ,  166.000 ,-161.350.398,Mua sắm,Clothes,,,Áo sơ mi
1342,9/7/2024,22:00,       ,  40.000 ,-161.184.398,Food and Dining,Ăn/Uống vặt,,,Bao Tâm rau má
1343,9/7/2024,21:30,       ,  742.000 ,-161.144.398,Mua sắm,Shoes,,,Giày cầu lông
